"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11187","X button close the software update modal as expected","chromium","Tue Dec 10 15:02:13 UYT 2024","passed","Tue Dec 10 15:02:24 UYT 2024","Settings/General Settings/ > Update Software - ","settingsGeneralSettingsTests.spec.js","",""
"","7083","Login - Session correctly open when Remembering Credentials","chromium","Tue Dec 10 14:58:47 UYT 2024","passed","Tue Dec 10 14:58:54 UYT 2024","","loginTests.spec.js","",""
"","10993","Settings/Internet - When disabling DNS SERVER AUTO mode inputs are enabled to edition","chromium","Tue Dec 10 15:00:56 UYT 2024","passed","Tue Dec 10 15:01:07 UYT 2024","","settingsInternetTests.spec.js","",""
"","11291","Navigate to Client Devices screen","chromium","Tue Dec 10 09:13:31 UYT 2024","passed","Tue Dec 10 09:13:42 UYT 2024","Menu Bar Tests","menuBarTest.spec.js","",""
"","11365","Navigate to Slyyd Devices screen","chromium","Tue Dec 10 09:13:19 UYT 2024","passed","Tue Dec 10 09:13:30 UYT 2024","Menu Bar Tests","menuBarTest.spec.js","",""
"","11092","Settings/Firewall - All elements are visible","chromium","Tue Dec 10 14:59:32 UYT 2024","passed","Tue Dec 10 14:59:43 UYT 2024","","settingsFirewallTests.spec.js","",""
"","11235","X button should close the modal","chromium","Tue Dec 10 15:00:00 UYT 2024","passed","Tue Dec 10 15:00:11 UYT 2024","Settings/General Settings/ > Change Password - ","settingsGeneralSettingsTests.spec.js","",""
"","10951","Click on Manual Upload will display a textarea to upload backups","chromium","Tue Dec 10 15:04:52 UYT 2024","passed","Tue Dec 10 15:05:03 UYT 2024","Settings/General Settings/ > Import Settings - ","settingsGeneralSettingsTests.spec.js","",""
"","11019","Settings/Wifi/Change Password - Confirm with no password fields fullfilled","chromium","Tue Dec 10 15:02:29 UYT 2024","passed","Tue Dec 10 15:02:40 UYT 2024","","settingsWifiTests.spec.js","",""
"","16610","Renew DHCP will refresh the device IP address","chromium","Tue Dec 10 14:59:34 UYT 2024","failed","Tue Dec 10 14:59:50 UYT 2024","Client Devices - ","clientdevicesTest.spec.js","",""
"","11267","Settings/Internet - All elements are visible","chromium","Tue Dec 10 15:00:22 UYT 2024","passed","Tue Dec 10 15:00:33 UYT 2024","","settingsInternetTests.spec.js","",""
"","11711","Navigate to Network Topology screen","chromium","Tue Dec 10 09:13:07 UYT 2024","passed","Tue Dec 10 09:13:19 UYT 2024","Menu Bar Tests","menuBarTest.spec.js","",""
"","10958","Filtering slyyd devices by buttons","chromium","Tue Dec 10 15:03:21 UYT 2024","passed","Tue Dec 10 15:03:32 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","10808","Import Settings button is disable until the backup gets uploaded","chromium","Tue Dec 10 15:05:15 UYT 2024","passed","Tue Dec 10 15:05:25 UYT 2024","Settings/General Settings/ > Import Settings - ","settingsGeneralSettingsTests.spec.js","",""
"","12112","Adding Correct Password but New and Confirm Key not matching should trigger an error message","chromium","Tue Dec 10 09:17:00 UYT 2024","failed","Tue Dec 10 09:17:12 UYT 2024","Settings/Wifi > Change Password Modal - ","settingsWifiTests.spec.js","",""
"","16702","Adding reserve IP address","chromium","Tue Dec 10 15:00:10 UYT 2024","passed","Tue Dec 10 15:00:26 UYT 2024","Client Devices - ","clientdevicesTest.spec.js","",""
"","11427","Searching Slyyd devices by name should display all correct devices","chromium","Tue Dec 10 09:17:36 UYT 2024","passed","Tue Dec 10 09:17:47 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","14278","User is able to search logs through the list","chromium","Tue Dec 10 09:16:52 UYT 2024","passed","Tue Dec 10 09:17:06 UYT 2024","System Logs Tests","settingSystemLogsTests.spec.js","",""
"","10753","Searching Slyyd devices by name","chromium","Tue Dec 10 15:03:10 UYT 2024","failed","Tue Dec 10 15:03:20 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","7259","Step 1 - Trying to continue with empty fields","chromium","Tue Dec 10 14:58:39 UYT 2024","skipped","Tue Dec 10 14:58:46 UYT 2024","Getting Started Tests > Create a New Team Tests","gettingStartedTest.spec.js","",""
"","15296","Replacing IP address","chromium","Tue Dec 10 15:06:25 UYT 2024","passed","Tue Dec 10 15:06:40 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","12853","All elements are correctly displayed","chromium","Tue Dec 10 14:58:22 UYT 2024","passed","Tue Dec 10 14:58:35 UYT 2024","Client Devices - ","clientdevicesTest.spec.js","",""
"","16309","Settings/Network - All elements are visible","chromium","Tue Dec 10 15:01:05 UYT 2024","failed","Tue Dec 10 15:01:22 UYT 2024","","settingsNetworkTests.spec.js","",""
"","11799","All labels are correctly displayed","chromium","Tue Dec 10 09:15:50 UYT 2024","failed","Tue Dec 10 09:16:02 UYT 2024","Settings/Network","settingsNetworkTests.spec.js","",""
"","11350","Adding differents passwords on input fields should display inline error message","chromium","Tue Dec 10 15:00:22 UYT 2024","passed","Tue Dec 10 15:00:34 UYT 2024","Settings/General Settings/ > Change Password - ","settingsGeneralSettingsTests.spec.js","",""
"","11708","Cancel button should close the modal","chromium","Tue Dec 10 14:59:48 UYT 2024","passed","Tue Dec 10 15:00:00 UYT 2024","Settings/General Settings/ > Change Password - ","settingsGeneralSettingsTests.spec.js","",""
"","11872","Cancel button close the Replace IP modal","chromium","Tue Dec 10 15:05:36 UYT 2024","passed","Tue Dec 10 15:05:48 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","14459","Settings/Firewall - Table is correctly displayed","chromium","Tue Dec 10 14:59:55 UYT 2024","passed","Tue Dec 10 15:00:09 UYT 2024","","settingsFirewallTests.spec.js","",""
"","14050","Notifications - All elements are correctly displayed","chromium","Tue Dec 10 14:59:07 UYT 2024","failed","Tue Dec 10 14:59:21 UYT 2024","","notificationTests.spec.js","",""
"","10880","Hovering forget button in each slyyd devices should display message","chromium","Tue Dec 10 15:02:59 UYT 2024","passed","Tue Dec 10 15:03:09 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","12864","System Logs - All logs are displayed","chromium","Tue Dec 10 15:02:16 UYT 2024","passed","Tue Dec 10 15:02:29 UYT 2024","","settingSystemLogsTests.spec.js","",""
"","19604","User is able to Decrease Time manually","chromium","Tue Dec 10 15:03:46 UYT 2024","failed","Tue Dec 10 15:04:05 UYT 2024","Settings/General Settings/ > Set Time - ","settingsGeneralSettingsTests.spec.js","",""
"","22823","Canceling renew DHCP will close the modal","chromium","Tue Dec 10 09:13:30 UYT 2024","skipped","Tue Dec 10 09:13:53 UYT 2024","Client Devices -  > Renew DHCP - ","clientdevicesTest.spec.js","",""
"","21922","Checkbox will enable Reserve DHCP address input","chromium","Tue Dec 10 09:14:16 UYT 2024","skipped","Tue Dec 10 09:14:38 UYT 2024","Client Devices -  > Renew DHCP - ","clientdevicesTest.spec.js","",""
"","13161","All elements are visible","chromium","Tue Dec 10 15:01:42 UYT 2024","passed","Tue Dec 10 15:01:55 UYT 2024","Settings/General Settings/ > Update Software - ","settingsGeneralSettingsTests.spec.js","",""
"","15765","User is able to refreshing Time and Date","chromium","Tue Dec 10 15:03:01 UYT 2024","failed","Tue Dec 10 15:03:17 UYT 2024","Settings/General Settings/ > Set Time - ","settingsGeneralSettingsTests.spec.js","",""
"","12222","Security Level dropdown displays the correct options","chromium","Tue Dec 10 09:14:11 UYT 2024","passed","Tue Dec 10 09:14:23 UYT 2024","Settings/Firewall - ","settingsFirewallTests.spec.js","",""
"","15895","System Logs - All elements have correct attributes","chromium","Tue Dec 10 15:02:00 UYT 2024","passed","Tue Dec 10 15:02:16 UYT 2024","","settingSystemLogsTests.spec.js","",""
"","11936","Settings/Firewall - Security Level dropdown displays the correct options","chromium","Tue Dec 10 15:00:10 UYT 2024","passed","Tue Dec 10 15:00:21 UYT 2024","","settingsFirewallTests.spec.js","",""
"","11741","Cancel button close the software update modal as expected","chromium","Tue Dec 10 15:07:09 UYT 2024","passed","Tue Dec 10 15:07:21 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","11611","Update software button is disable while nothing is uploaded","chromium","Tue Dec 10 15:07:21 UYT 2024","passed","Tue Dec 10 15:07:33 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
"","22238","Is correctly displayed","chromium","Tue Dec 10 09:13:08 UYT 2024","skipped","Tue Dec 10 09:13:30 UYT 2024","Client Devices -  > Renew DHCP - ","clientdevicesTest.spec.js","",""
"","11650","All devices displayed in the table are displayed accurate","chromium","Tue Dec 10 09:16:42 UYT 2024","passed","Tue Dec 10 09:16:54 UYT 2024","Slyyd Devices - ","slyydDevicesTests.spec.js","",""
